CLIENT_CATEGORY;SEGMENT;Service;Channeltype;Source;football;DECLARED_FAULT;CREATE_DATE;CLOSETIME;all_num_of_repeat;num_of_repeat2;num_of_repeat5;num_of_repeat10;num_of_repeat30;num_of_repeat60;MITYPE;MIPRIORITY;MIIMPACT;TECHNICAL_DISTRICT;NumWFMforEI;Last_WFM_days_waiting;EIDayOfWeek;EIHourCreate
Выделенное обслуживание (пилот);МР;8678;9204;8750;6;ТВ. Рассыпание/замирание;1502389361;1502449721;1;0;0;0;1;1;0;0;0;0;0;0;5;21
ФЛ;МР;8678;9204;8750;3;ONT на линии. Высокое затухание;1502389404;1502478359;2;0;0;0;1;1;0;0;0;25;1;1;5;21
ФЛ;МР;8680;9204;8750;3;ONT не на линии. Проблема с оптическим кабелем;1502389453;1502434091;1;0;0;0;1;1;0;0;0;40;1;1;5;21
ФЛ;МР;8678;9204;8750;2;ТВ. Не получен IP-адрес;1502389623;1502460867;3;0;0;0;1;1;0;0;0;0;0;0;5;21
ФЛ;МР;8679;9633;8750;2;Интернет. Другое;1502389606;1502433180;5;0;0;0;2;2;0;0;0;0;0;0;5;21
ФЛ;МР;8678;9204;8750;4;Телефония. Не работает МН/МГ связь;1502389718;1502532624;1;0;0;0;1;1;0;0;0;0;0;0;5;21
ФЛ;МР;8680;9205;8750;3;Телефония. Не работает входящая связь;1502389911;1502531796;3;0;0;0;3;3;0;0;0;34;1;2;5;21
ФЛ;МР;8678;9204;8750;3;Интернет. Не открываются все страницы;1502389948;1502436613;1;0;0;0;1;1;0;0;0;44;1;1;5;21
ФЛ;МР;8678;9204;8750;3;ТВ. Не получен IP-адрес;1502389942;1502456488;3;0;0;0;1;1;0;0;0;22;1;1;5;21
ФЛ;МР;8680;9205;8750;3;Телефония. Тишина в трубке, нет зуммера;1502390017;1502434585;1;0;0;0;1;1;0;0;0;40;1;1;5;21
ФЛ;МР;8678;9633;8750;2;Интернет. Не работает интернет;1502390107;1502391959;6;0;1;1;3;6;0;0;0;0;0;0;5;21
ФЛ;МР;8678;9204;8750;3;ТВ. Проблемы с пультом;1502390269;1502443575;5;0;0;0;1;1;0;0;0;40;1;1;5;21
ФЛ;МР;8678;9204;8750;2;ТВ. Черный или синий экран;1502390344;1502391555;1;0;0;0;1;1;0;0;0;0;0;0;5;21
ФЛ;МР;8678;9204;8750;3;ТВ. Рассыпание/замирание;1502390664;1502541190;1;0;0;0;1;1;0;0;0;40;1;2;5;21
ФЛ;МР;8678;10769;8750;10;Интернет. Нет линка;1502390747;1502455873;1;0;0;0;1;1;0;0;0;0;0;0;5;21
ФЛ;МР;8678;9204;8750;3;ONT на линии. Высокое затухание;1502390807;1502463533;1;0;0;0;1;1;0;0;0;22;1;1;5;21
INDIVIDUAL;МР;9650;0;7470;14;SLX_Не работает номер;1502390770;1502496000;0;0;0;0;0;0;1;4;4;0;0;0;5;21
ФЛ;МР;8680;9205;8750;3;Телефония. Тишина в трубке;1502390838;1502437573;5;0;0;0;1;1;0;0;0;41;1;1;5;21
ФЛ;МР;8680;9204;8750;3;Swap ONT Huawei;1502390832;1502467454;1;0;0;0;1;1;0;0;0;40;1;1;5;21
ФЛ;МР;8678;9204;8750;3;Не работает ONT. Нет индикации питания.;1502390826;1502519412;1;0;0;0;1;1;0;0;0;36;1;2;5;21
ФЛ;МР;8679;9204;8750;4;ТВ. Рассыпание/замирание;1502390855;1502453453;4;0;0;0;1;1;0;0;0;46;1;1;5;21
ФЛ;МР;8678;9204;8750;3;ТВ. Не получен IP-адрес;1502391059;1502468424;2;0;0;0;1;1;0;0;0;27;1;1;5;21
ФЛ;МР;8679;9204;8750;4;Интернет. Не открываются все страницы;1502391101;1502432051;1;0;0;0;1;1;0;0;0;36;1;1;5;21
SOHO;КОРП;8678;9204;8750;4;Интернет. Не работает интернет;1502391107;1502443141;2;0;0;1;2;2;0;0;0;43;1;1;5;21
Выделенное обслуживание (пилот);МР;8678;9204;8750;3;Телефония. Тишина в трубке;1502391131;1502467511;1;0;0;0;1;1;0;0;0;42;1;1;5;21
Выделенное обслуживание (пилот);МР;8678;9204;8750;3;ТВ. Рассыпание/замирание;1502391159;1502457191;4;0;0;0;1;1;0;0;0;41;1;1;5;21
ФЛ;МР;8678;9204;8750;3;ТВ. Ошибка при активации приставки;1502391154;1502392144;6;0;0;0;1;1;0;0;0;0;0;0;5;21
ФЛ;МР;8679;9633;8750;6;Интернет. Не открываются страницы;1502391186;1502525267;1;0;0;0;1;1;0;0;0;59;1;1;5;21
Выделенное обслуживание (пилот);МР;8678;9204;8750;3;ТВ. Не получен IP-адрес;1502391293;1502391410;3;0;0;0;1;1;0;0;0;0;0;0;5;21
ФЛ;МР;8679;9204;8750;2;ТВ. Черный или синий экран;1502391289;1502393098;1;0;0;0;1;1;0;0;0;0;0;0;5;21
Выделенное обслуживание (пилот);МР;8678;9204;8750;3;Телефония. Тишина в трубке;1502391350;1502463994;1;0;0;0;1;1;0;0;0;42;1;1;5;21
ФЛ;МР;8678;9204;8750;3;ONT не на линии. Проблема с оптическим кабелем;1502391365;1502469610;1;0;0;0;1;1;0;0;0;44;1;1;5;21
ФЛ;МР;8678;9204;8750;2;Интернет. Другое;1502391387;1502392712;2;0;0;0;1;1;0;0;0;0;0;0;5;21
ФЛ;МР;8678;9204;8750;2;ТВ. Черный или синий экран;1502391585;1502531736;4;0;0;0;1;1;0;0;0;0;0;0;5;21
ФЛ;МР;8678;9204;8750;5;IP TV. Другое;1502391669;1502478361;3;0;0;0;1;1;0;0;0;36;1;1;5;22
ФЛ;МР;8678;9204;8750;3;Перенос/замена модели ONT;1502391801;1502469269;3;0;0;0;1;1;0;0;0;24;1;1;5;22
ФЛ;МР;8678;9204;8750;3;ТВ. Не получен IP-адрес;1502391857;1502454554;2;0;0;0;1;1;0;0;0;26;1;1;5;22
ФЛ;МР;8678;9204;8750;3;ТВ. Не получен IP-адрес;1502391929;1502467231;2;0;0;0;1;2;0;0;0;41;1;1;5;22
ФЛ;МР;8678;9204;8750;4;ТВ. Не получен IP-адрес;1502391918;1502469539;4;0;0;0;1;1;0;0;0;22;1;1;5;22
ФЛ;МР;8678;9204;8750;3;ТВ. Черный или синий экран;1502392012;1502443995;4;0;0;0;2;2;0;0;0;45;1;1;5;22
Имидж-абоненты (физические лица);КОРП;9650;0;7470;4;SLX_Не работает номер;1502392191;1502441221;0;0;0;0;0;0;0;0;0;0;0;0;5;22
ФЛ;МР;8678;9204;8750;2;ТВ. Не получен IP-адрес;1502392308;1502393904;1;0;0;0;1;1;0;0;0;0;0;0;5;22
ФЛ;МР;8678;9204;8750;3;Интернет. Не открываются все страницы;1502392298;1502439211;2;0;0;1;2;2;0;0;0;40;1;1;5;22
ФЛ;МР;8678;9204;8750;3;ТВ. Черный или синий экран;1502392492;1502468512;2;0;0;0;1;1;0;0;0;21;1;1;5;22
ФЛ;МР;8678;9204;8750;2;ТВ. Не получен IP-адрес;1502392641;1502461235;1;0;0;0;1;1;0;0;0;0;0;0;5;22
ФЛ;МР;8678;9204;8750;3;ТВ. Надпись на экране: сервер не найден;1502392707;1502464207;2;0;0;0;1;1;0;0;0;31;1;1;5;22
ФЛ;МР;8678;9204;8750;2;ТВ. Черный или синий экран;1502392811;1502394529;2;0;0;0;1;1;0;0;0;0;0;0;5;22
ФЛ;МР;8679;9204;8750;3;ТВ. Надпись на экране: сервер не найден;1502392814;1502532615;4;0;0;0;1;2;0;0;0;34;1;2;5;22
ФЛ;МР;8679;9204;8750;3;Перенос/замена модели ONT;1502392872;1502469193;1;0;0;0;1;1;0;0;0;27;1;1;5;22
ФЛ;МР;8678;9204;8750;2;ТВ. Ошибка при активации приставки;1502392938;1502446189;1;0;0;0;1;1;0;0;0;0;0;0;5;22
ФЛ;МР;8678;9204;8750;3;ONT на линии. Высокое затухание;1502392947;1502454595;1;0;0;0;1;1;0;0;0;46;1;1;5;22
ФЛ;МР;8679;9204;8750;3;ONT не на линии. Проблема с оптическим кабелем;1502393043;1502442782;1;0;0;0;1;1;0;0;0;44;1;1;5;22
Выделенное обслуживание (пилот);МР;8678;9204;8750;3;ONT не на линии. Проблема с оптическим кабелем;1502393156;1502470552;5;0;0;1;2;2;0;0;0;39;1;1;5;22
ФЛ;МР;8678;9204;8750;3;ONT не на линии. Проблема с оптическим кабелем;1502393136;1502434937;1;0;0;0;1;1;0;0;0;21;1;1;5;22
ФЛ;МР;8678;9204;8750;3;ТВ. Проблемы с пультом;1502393235;1502453725;3;0;0;0;1;2;0;0;0;45;1;1;5;22
ФЛ;МР;8678;9204;8750;3;ТВ. Другое;1502393276;1502436271;1;0;0;0;1;1;0;0;0;28;1;1;5;22
ФЛ;МР;8678;9204;8750;2;ТВ. Не получен IP-адрес;1502393379;1502394033;1;0;0;0;1;1;0;0;0;0;0;0;5;22
ФЛ;МР;8678;9633;8750;3;Интернет. Низкая скорость;1502393405;1502394725;1;0;0;0;1;1;0;0;0;15;1;1;5;22
ФЛ;МР;8679;9204;8750;4;ТВ. Не получен IP-адрес;1502393443;1502455516;2;0;0;0;1;2;0;0;0;42;1;1;5;22
ФЛ;МР;8678;9204;8750;2;Интернет. Не открываются все страницы;1502393535;1502432814;1;0;0;0;1;1;0;0;0;0;0;0;5;22
ФЛ;МР;8678;9204;8750;6;ТВ. Надпись на экране: сервер не найден;1502393527;1502409600;2;0;0;0;1;1;1;1;1;0;0;0;5;22
ФЛ;МР;8678;9204;8750;6;ТВ. Не получен IP-адрес;1502393507;1502409600;1;0;0;0;1;1;1;1;1;0;0;0;5;22
ФЛ;МР;8678;9204;8750;4;ТВ. Не получен IP-адрес;1502393676;1502394371;2;0;0;0;1;1;0;0;0;0;0;0;5;22
ФЛ;МР;8678;9204;8750;5;ТВ. Не получен IP-адрес;1502393749;1502409600;1;0;0;0;1;1;1;1;1;0;0;0;5;22
ФЛ;МР;8678;9204;8750;3;ТВ. Рассыпание/замирание;1502393925;1502463240;3;0;0;0;1;2;0;0;0;25;1;1;5;22
ФЛ;МР;8680;9204;8750;4;Доп. услуга. Видеонаблюдение. Проблема с видеоархивом;1502393946;1502466559;20;0;0;0;1;1;0;0;0;0;0;0;5;22
ФЛ;МР;8678;9204;8750;3;Интернет. Нестабильная работа/разрывы;1502394012;1502450334;1;0;0;0;1;1;0;0;0;25;1;1;5;22
SOHO;КОРП;8678;9204;8750;4;Телефония. Тишина в трубке, нет зуммера;1502394044;1502415953;7;1;1;3;5;6;0;0;0;0;0;0;5;22
ФЛ;МР;8680;9204;8750;4;Интернет. Не открываются все страницы;1502394183;1502470416;1;0;0;0;1;1;0;0;0;25;1;1;5;22
ФЛ;МР;8679;9204;8750;3;ТВ. Не получен IP-адрес;1502394441;1502565486;2;0;0;0;1;1;0;0;0;42;1;4;5;22
ФЛ;МР;8679;9204;8750;3;ONT на линии. Высокое затухание;1502394483;1502450026;2;0;0;0;1;1;0;0;0;15;1;1;5;22
ФЛ;МР;8678;9204;8750;3;ТВ. Рассыпание/замирание;1502394573;1502532664;1;0;0;0;1;1;0;0;0;30;1;2;5;22
Выделенное обслуживание (пилот);МР;8678;9204;8750;3;ТВ. Проблемы с пультом;1502394593;1502472797;2;0;1;1;2;2;0;0;0;25;1;1;5;22
SME;КОРП;9650;9203;8750;3;Интернет. Нет линка;1502394709;1502433098;2;0;0;0;2;2;0;0;0;0;0;0;5;22
ФЛ;МР;8678;9204;8750;3;ТВ. Другое;1502394756;1502472696;3;0;0;0;2;2;0;0;0;39;1;1;5;22
ФЛ;МР;8678;9204;8750;4;ТВ. Не получен IP-адрес;1502394929;1502429051;3;0;0;0;2;2;0;0;0;36;1;1;5;22
ФЛ;МР;8678;9204;8750;3;ТВ. Не получен IP-адрес;1502394982;1502469259;1;0;0;0;1;1;0;0;0;29;1;1;5;22
ФЛ;МР;8679;9204;8750;3;Интернет. Не открываются все страницы;1502395479;1502453540;1;0;0;0;1;1;0;0;0;31;1;1;5;23
ФЛ;МР;8679;9204;8750;3;ТВ. Черный или синий экран;1502395690;1502457779;4;0;0;0;1;1;0;0;0;36;1;1;5;23
SOHO;КОРП;9650;9204;8750;2;Интернет. Не работает интернет;1502395681;1502396758;1;0;0;0;1;1;0;0;0;0;0;0;5;23
SOHO;КОРП;9650;9204;8750;3;Интернет. Не работает интернет;1502396145;1502455340;1;0;0;0;1;1;0;0;0;46;1;1;5;23
Corporate;КОРП;9650;0;8675;7;Не работает INTERNET;1502396142;1502448551;0;0;0;0;0;0;0;0;0;0;0;0;5;23
ФЛ;МР;8678;10769;8750;2;Интернет. Нет авторизации, линк есть;1502396199;1502396629;3;0;0;1;3;3;0;0;0;0;0;0;5;23
ФЛ;МР;8678;9633;8750;3;Интернет. Не работает интернет;1502396465;1502468899;3;0;0;0;2;2;0;0;0;15;1;1;5;23
ФЛ;МР;8678;9204;8750;3;ТВ. Не получен IP-адрес;1502396678;1502469379;1;0;0;0;1;1;0;0;0;42;1;1;5;23
ФЛ;МР;8678;9204;8750;2;Интернет. Не открываются все страницы;1502396791;1502398480;2;0;0;0;1;1;0;0;0;0;0;0;5;23
ФЛ;МР;8678;9204;8750;3;Swap ONT Huawei;1502396848;1502440353;1;0;0;0;1;1;0;0;0;44;1;1;5;23
ФЛ;МР;8678;9204;8750;2;ТВ. Не получен IP-адрес;1502396957;1502397683;4;0;0;1;2;2;0;0;0;0;0;0;5;23
ФЛ;МР;8680;9205;8750;3;Телефония. Тишина в трубке, нет зуммера;1502397354;1502472542;1;0;0;0;1;1;0;0;0;34;1;1;5;23
ФЛ;МР;8678;9204;8750;2;ТВ. Ошибка при активации приставки;1502397545;1502398001;2;0;0;0;1;1;0;0;0;0;0;0;5;23
ФЛ;МР;8678;9204;8750;3;Телефония. Не работает входящая связь;1502397825;1502523977;8;0;0;0;3;3;0;0;0;46;1;2;5;23
ФЛ;МР;8678;9204;8750;3;Перенос/замена модели ONT;1502397892;1502448464;1;0;0;0;1;1;0;0;0;29;1;1;5;23
GS-SLA4;ГОС;8678;9204;8750;4;Нет трансляции на портале;1502397995;1502409503;1;0;0;0;1;1;0;0;0;0;0;0;5;23
ФЛ;МР;8678;9205;8750;4;Интернет. Не работает интернет;1502398422;1502465791;1;0;0;0;1;1;0;0;0;37;1;1;5;23
ФЛ;МР;8679;9204;8750;4;ONT на линии. Высокое затухание;1502398442;1502464877;1;0;0;0;1;1;0;0;0;30;1;0;5;23
ФЛ;МР;8678;10769;8750;5;IPTV. Не получен ip-адрес;1502398445;1502445770;1;0;0;0;1;1;0;0;0;35;1;0;5;23
ФЛ;МР;8678;9204;8750;2;Интернет. Другое;1502398781;1502399040;1;0;0;0;1;1;0;0;0;0;0;0;5;23
ФЛ;МР;8678;9204;8750;2;ТВ. Не получен IP-адрес;1502398913;1502399350;2;0;0;0;2;2;0;0;0;0;0;0;6;0
ФЛ;МР;8678;9204;8750;3;Телефония. Тишина в трубке;1502399279;1502532752;1;0;0;0;1;1;0;0;0;34;1;1;6;0
Выделенное обслуживание (пилот);МР;8678;9204;8750;3;ONT не на линии. Проблема с оптическим кабелем;1502399865;1502450630;2;0;0;0;1;1;0;0;0;44;2;0;6;0
ФЛ;МР;8680;9204;8750;3;Телефония. Тишина в трубке;1502400048;1502471866;1;0;0;0;1;1;0;0;0;39;1;0;6;0
ФЛ;МР;8680;9204;8750;2;Интернет. Другое;1502401081;1502402006;2;0;0;0;2;2;0;0;0;0;0;0;6;0
ФЛ;МР;8678;9204;8750;4;Интернет. Не открываются все страницы;1502401217;1502437934;1;0;0;0;1;1;0;0;0;22;1;0;6;0
Выделенное обслуживание (пилот);МР;8678;9204;8750;2;Интернет. Другое;1502401560;1502402616;6;0;0;0;1;1;0;0;0;0;0;0;6;0
ФЛ;МР;8678;9204;8750;3;ТВ. Не получен IP-адрес;1502401731;1502450094;4;0;0;0;1;2;0;0;0;40;1;0;6;0
ФЛ;МР;8678;9204;8750;2;ТВ. Ошибка при активации приставки;1502401771;1502402839;2;0;0;0;1;1;0;0;0;0;0;0;6;0
ФЛ;МР;8680;9204;8750;3;ONT не на линии. Проблема с оптическим кабелем;1502402364;1502449691;3;0;0;0;1;1;0;0;0;31;1;0;6;0
ФЛ;МР;8678;9204;8750;4;Интернет. Другое;1502403416;1502440972;2;0;0;0;1;1;0;0;0;28;1;0;6;1
ФЛ;МР;8678;10769;8750;3;Интернет. Не открываются страницы;1502403847;1502404602;2;0;0;0;1;1;0;0;0;0;0;0;6;1
ФЛ;МР;8678;9204;8750;2;Интернет. Другое;1502404513;1502405409;1;0;0;0;1;1;0;0;0;0;0;0;6;1
ФЛ;МР;8678;9204;8750;3;ТВ. Не получен IP-адрес;1502404664;1502457101;1;0;0;0;1;1;0;0;0;15;1;0;6;1
ФЛ;МР;8678;9204;8750;2;Интернет. Низкая скорость по wi-fi;1502406660;1502407253;2;0;0;1;2;2;0;0;0;0;0;0;6;2
Corporate;КОРП;9650;0;8675;5;Не работает INTERNET;1502410287;1502520282;0;0;0;0;0;0;1;3;3;0;0;0;6;3
ФЛ;МР;8678;9204;8750;5;ONT не на линии. Проблема с оптическим кабелем;1502411657;1502496000;1;0;0;0;1;1;1;3;3;43;2;0;6;3
Выделенное обслуживание (пилот);МР;8678;9204;8750;2;ТВ. Рассыпание/замирание;1502412247;1502444967;28;0;1;2;6;11;0;0;0;0;0;0;6;3
Оператор;КОРП;8678;0;8675;9;Не работает выделенный канал;1502415054;1502455080;0;0;0;0;0;0;0;0;0;0;0;0;6;4
Оператор;Оператор;9650;0;8750;5;Интернет. Не работает интернет;1502415277;1502425119;0;0;0;0;0;0;0;0;0;0;0;0;6;4
SOHO;КОРП;8678;9204;8750;4;Телефония. Тишина в трубке, нет зуммера;1502416039;1502416430;2;0;0;0;1;1;0;0;0;0;0;0;6;4
SOHO;КОРП;8678;9204;8750;4;Телефония. Тишина в трубке, нет зуммера;1502417302;1502430880;4;0;0;0;1;1;0;0;0;0;0;0;6;5
ФЛ;МР;8678;9204;8750;4;Интернет. Не открываются все страницы;1502423447;1502453494;2;0;0;0;1;1;0;0;0;46;1;0;6;6
ФЛ;МР;8679;9204;8750;2;ТВ. Черный или синий экран;1502424812;1502425264;4;1;1;1;2;2;0;0;0;0;0;0;6;7
ФЛ;МР;8678;9204;8750;3;ТВ. Черный или синий экран;1502425899;1502446259;4;0;0;0;2;3;0;0;0;41;1;0;6;7
ФЛ;МР;8678;9204;8750;2;ТВ. Другое;1502426392;1502428299;1;0;0;0;1;1;0;0;0;0;0;0;6;7
ФЛ;МР;8678;9204;8750;4;ТВ. Черный или синий экран;1502426716;1502449297;4;0;0;0;3;3;0;0;0;31;1;0;6;7
ФЛ;МР;8678;9204;8750;3;Не работает ONT. Нет индикации питания.;1502426962;1502520378;1;0;0;0;1;1;0;0;0;22;1;1;6;7
ФЛ;МР;8678;9633;8750;3;Интернет. Не работает интернет;1502427137;1502435717;1;0;0;0;1;1;0;0;0;15;1;0;6;7
Выделенное обслуживание (пилот);МР;8678;9204;8750;2;ТВ. Не получен IP-адрес;1502427382;1502428267;2;0;0;0;1;1;0;0;0;0;0;0;6;7
ФЛ;МР;8680;9204;8750;3;Не работает ONT. Нет индикации питания.;1502427487;1502449809;1;0;0;0;1;1;0;0;0;34;1;0;6;7
ФЛ;МР;9650;9205;8750;9;Телефония. Тишина в трубке;1502427717;1502534542;2;0;0;1;2;2;0;0;0;40;1;0;6;8
ФЛ;МР;8678;9633;8750;2;Интернет. Ошибка 691;1502428020;1502525087;4;1;1;1;2;3;0;0;0;0;0;0;6;8
ФЛ;МР;8680;9205;8750;3;Телефония. Тишина в трубке;1502428107;1502471294;3;0;0;0;3;3;0;0;0;35;1;1;6;8
ФЛ;МР;8678;9204;8750;3;ТВ. Проблемы с пультом;1502428162;1502447352;2;0;0;0;1;1;0;0;0;40;1;0;6;8
SME;КОРП;8676;0;7470;1;SLX_Не работает INTERNET;1502428362;1502429486;0;0;0;0;0;0;0;0;0;0;0;0;6;8
ФЛ;МР;8680;9204;8750;3;ONT не на линии. Проблема с оптическим кабелем;1502428540;1502529924;1;0;0;0;1;1;0;0;0;46;1;1;6;8
ФЛ;МР;8678;9204;8750;3;Интернет. Низкая скорость по wi-fi;1502428610;1502430187;4;0;0;0;1;1;0;0;0;44;1;0;6;8
ФЛ;МР;8678;9204;8750;2;ТВ. Ошибка при активации приставки;1502428718;1502429474;2;0;0;0;1;1;0;0;0;0;0;0;6;8
SME GS;КОРП;8680;9205;8750;4;Телефония. Тишина в трубке, нет зуммера;1502428758;1502448255;1;0;0;0;1;1;0;0;0;40;1;0;6;8
ФЛ;МР;8678;10769;8750;3;Интернет. Неустойчивая связь, плохие параметры;1502428755;1502451912;2;0;0;1;2;2;0;0;0;38;1;0;6;8
ФЛ;МР;8678;9204;8750;3;ONT на линии. Высокое затухание;1502428766;1502456455;3;0;0;0;1;2;0;0;0;38;1;0;6;8
SOHO;КОРП;9650;9204;8750;2;Интернет. Не работает интернет;1502428860;1502431288;6;0;0;0;2;4;0;0;0;0;0;0;6;8
ФЛ;МР;8678;9204;8750;3;ТВ. Черный или синий экран;1502429068;1502450957;1;0;0;0;1;1;0;0;0;31;1;0;6;8
ФЛ;МР;8680;9205;8750;3;Телефония. Тишина в трубке, нет зуммера;1502429263;1502448165;3;0;0;0;1;1;0;0;0;44;1;0;6;8
ФЛ;МР;8678;9204;8750;3;Телефония. Тишина в трубке;1502429365;1502437912;1;0;0;0;1;1;0;0;0;26;1;0;6;8
ФЛ;МР;8678;9204;8750;3;ONT на линии. Высокое затухание;1502429741;1502462341;1;0;0;0;1;1;0;0;0;21;1;0;6;8
ФЛ;МР;8680;9205;8750;2;Телефония. Тишина в трубке, нет зуммера;1502429811;1502463241;2;0;0;0;2;2;0;0;0;0;0;0;6;8
Выделенное обслуживание (пилот);МР;8678;9204;8750;6;ТВ. Рассыпание/замирание;1502429987;1502496000;5;0;1;1;3;3;1;3;3;30;1;0;6;8
ФЛ;МР;8680;9204;8750;4;Доп. услуга. IP ОПС. Не удается поставить/снять с охраны.;1502430012;1502446284;3;0;0;0;1;1;0;0;0;60;1;0;6;8
SME;КОРП;9650;0;7470;3;SLX_Установить переадресацию (авария);1502430023;1502431303;0;0;0;0;0;0;0;0;0;0;0;0;6;8
ФЛ;МР;8678;9204;8750;3;ONT на линии. Высокое затухание;1502430376;1502456529;1;0;0;0;1;1;0;0;0;46;1;0;6;8
SME GS;КОРП;8680;9204;8750;4;Телефония. Тишина в трубке, нет зуммера;1502430767;1502434229;4;0;0;0;2;2;0;0;0;46;1;0;6;8
ФЛ;МР;8680;9204;8750;4;Доп. услуга. IP ОПС. Не удается поставить/снять с охраны.;1502430774;1502532752;3;0;0;0;2;2;0;0;0;11;2;1;6;8
ФЛ;МР;8678;9204;8750;3;Телефония. Зуммер занято;1502430770;1502455689;2;0;0;0;1;1;0;0;0;31;1;0;6;8
ФЛ;МР;8680;9205;8750;3;Телефония. Тишина в трубке, нет зуммера;1502430885;1502452930;4;0;0;0;2;2;0;0;0;44;1;0;6;8
ФЛ;МР;8678;9204;8750;3;Телефония. Тишина в трубке;1502431002;1502457709;1;0;0;0;1;1;0;0;0;38;1;0;6;8
ФЛ;МР;8678;9204;8750;3;ONT на линии. Высокое затухание;1502431199;1502437809;1;0;0;0;1;1;0;0;0;26;1;0;6;8
NKA;КОРП;9650;0;10768;10;Не работает канал VPN;1502431205;1502520606;0;0;0;0;0;0;1;3;3;0;0;0;6;9
ФЛ;МР;8678;9204;8750;3;ONT не на линии. Проблема с оптическим кабелем;1502431228;1502439419;2;0;0;0;1;1;0;0;0;39;1;0;6;9
ФЛ;МР;8678;9204;8750;2;ТВ. Проблема с меню/программой передач;1502431316;1502433077;1;0;0;0;1;1;0;0;0;0;0;0;6;9
Corporate;КОРП;9650;0;7470;7;SLX_Не работает INTERNET;1502431321;1502456529;0;0;0;0;0;0;1;3;3;0;0;0;6;9
ФЛ;МР;8678;9204;8750;3;Телефония. Тишина в трубке;1502431376;1502451981;1;0;0;0;1;1;0;0;0;44;1;0;6;9
ФЛ;МР;8680;9205;8750;3;Телефония. Посторонние шумы, эхо, треск, искажение голоса;1502431359;1502471734;4;0;0;0;1;1;0;0;0;36;1;0;6;9
ФЛ;МР;8678;9204;8750;2;Интернет. Другое;1502431438;1502523845;1;0;0;0;1;1;0;0;0;0;0;0;6;9
ФЛ;МР;8678;9204;8750;3;ONT не на линии. Проблема с оптическим кабелем;1502431489;1502454619;1;0;0;0;1;1;0;0;0;32;1;0;6;9
ФЛ;МР;8678;9204;8750;2;Не работает ONT. Нет индикации питания.;1502431576;1502446205;1;0;0;0;1;1;0;0;0;0;0;0;6;9
ФЛ;МР;8680;9204;8750;4;Телефония. Зуммер занято;1502431627;1502434413;1;0;0;0;1;1;0;0;0;0;0;0;6;9
ФЛ;МР;8678;9204;8750;3;Перенос/замена модели ONT;1502431701;1502535365;1;0;0;0;1;1;0;0;0;39;1;1;6;9
NKA;КОРП;9650;0;7470;5;SLX_Не работает канал VPN;1502431712;1502435080;0;0;0;0;0;0;0;0;0;0;0;0;6;9
ФЛ;МР;8680;9204;8750;3;ONT не на линии. Проблема с оптическим кабелем;1502431792;1502450771;1;0;0;0;1;1;0;0;0;45;1;0;6;9
ФЛ;МР;8680;9205;8750;3;Телефония. Тишина в трубке, нет зуммера;1502432097;1502523010;2;0;0;0;1;1;0;0;0;46;1;1;6;9
Corporate;КОРП;8680;9205;8750;5;Телефония. Тишина в трубке, нет зуммера;1502432131;1502556247;4;0;0;1;4;4;0;0;0;0;0;0;6;9
ФЛ;МР;8678;9204;8750;3;Перенос/замена модели ONT;1502432165;1502469369;1;0;0;0;1;1;0;0;0;43;1;0;6;9
;КОРП;8676;0;8675;13;Не работает INTERNET;1502432175;1502546900;0;0;0;0;0;0;0;0;0;0;0;0;6;9
Corporate;КОРП;8680;9205;8750;5;Телефония. Тишина в трубке, нет зуммера;1502432238;1502476693;3;0;0;1;3;3;0;0;0;0;0;0;6;9
ФЛ;МР;8680;9205;8750;4;Телефония. Посторонние шумы, эхо, треск, искажение голоса;1502432341;1502472643;2;0;0;1;2;2;0;0;0;0;0;0;6;9
ФЛ;МР;8678;9204;8750;3;ТВ. Черный или синий экран;1502432421;1502448973;1;0;0;0;1;1;0;0;0;42;1;0;6;9
SOHO;КОРП;8680;9205;8750;4;Телефония. Тишина в трубке, нет зуммера;1502432411;1502452145;1;0;0;0;1;1;0;0;0;30;1;0;6;9
KA;КОРП;8680;9204;8750;6;Телефония. Тишина в трубке, нет зуммера;1502432514;1502528875;2;0;0;0;1;1;0;0;0;0;0;0;6;9
SOHO;КОРП;8680;9204;8750;7;Телефония. Тишина в трубке, нет зуммера;1502432517;1502454659;4;0;0;0;1;1;0;0;0;26;1;0;6;9
;КОРП;8676;0;8675;10;Не работает INTERNET;1502432716;1502546871;0;0;0;0;0;0;0;0;0;0;0;0;6;9
ФЛ;МР;8679;0;8675;4;Прочее;1502432783;1502496000;0;0;0;0;0;0;1;3;3;0;0;0;6;9
ФЛ;МР;9650;9204;8750;6;ONT не на линии. Проблема с оптическим кабелем;1502432834;1502496000;1;0;0;0;1;1;1;3;3;22;1;0;6;9
ФЛ;МР;8680;9204;8750;3;Swap ONT Huawei;1502432871;1502471311;1;0;0;0;1;1;0;0;0;34;1;0;6;9
ФЛ;МР;8679;0;8675;4;Прочее;1502432873;1502496000;0;0;0;0;0;0;1;3;3;0;0;0;6;9
NKA;КОРП;9650;0;7470;6;SLX_Не работает номер;1502432935;1502445790;0;0;0;0;0;0;1;3;3;0;0;0;6;9
NKA;КОРП;9650;0;7470;5;Не работает канал VPN;1502433049;1502447607;0;0;0;0;0;0;1;3;3;0;0;0;6;9
