CLIENT_CATEGORY;SEGMENT;Service;Channeltype;Source;football;DECLARED_FAULT;CREATE_DATE;CLOSETIME;all_num_of_repeat;num_of_repeat2;num_of_repeat5;num_of_repeat10;num_of_repeat30;num_of_repeat60;MITYPE;MIPRIORITY;MIIMPACT;TECHNICAL_DISTRICT;NumWFMforEI;Last_WFM_days_waiting;EIDayOfWeek;EIHourCreate
ФЛ;МР;8678;9204;8750;2;ТВ. Ошибка при активации приставки;1502170905;1502171226;2;0;0;0;1;1;0;0;0;0;0;0;3;8
Выделенное обслуживание (пилот);МР;8678;9204;8750;2;Интернет. Низкая скорость по проводу;1502170345;1502171808;2;0;0;0;1;1;0;0;0;0;0;0;3;8
ФЛ;МР;8678;9204;8750;6;Телефония. Зуммер занято;1502168377;1502236800;3;0;0;1;3;3;1;3;3;0;0;0;3;7
ФЛ;МР;8678;9204;8750;6;Интернет. Не открываются все страницы;1502168038;1502236800;7;0;0;2;5;5;1;3;3;0;0;0;3;7
ФЛ;МР;8678;9204;8750;6;Телефония. Зуммер занято;1502169054;1502236800;4;0;0;1;3;3;1;3;3;0;0;0;3;8
ФЛ;МР;8678;9204;8750;2;Интернет. Другое;1502169700;1502170061;1;0;0;0;1;1;0;0;0;0;0;0;3;8
GS-SLA4;ГОС;8678;9204;8750;5;Нет трансляции на портале;1502169947;1502184121;4;0;0;0;2;4;0;0;0;0;0;0;3;8
ФЛ;МР;8678;9204;8750;7;Доп. услуга. Видеонаблюдение. Проблема с видеоархивом;1502166575;1502268757;11;0;0;0;2;2;0;0;0;0;0;0;3;7
Выделенное обслуживание (пилот);МР;8678;9204;8750;7;ТВ. Рассыпание/замирание;1502156275;1502236800;28;0;1;2;6;11;1;4;3;0;0;0;3;4
SOHO;КОРП;8680;9204;8750;2;Телефония. Не работает исходящая связь;1502162567;1502163616;12;0;0;0;1;1;0;0;0;0;0;0;3;6
ФЛ;МР;8678;9633;8750;3;Интернет. Не работает интернет;1502169567;1502203179;5;0;0;0;1;1;0;0;0;16;1;0;3;8
ФЛ;МР;8678;9633;8750;2;Интернет. Не работает интернет;1502170447;1502171970;1;0;0;0;1;1;0;0;0;0;0;0;3;8
ФЛ;МР;8678;9633;8750;2;Интернет. Не работает интернет;1502167663;1502296148;12;0;0;0;2;2;0;0;0;0;0;0;3;7
ФЛ;МР;8678;10769;8750;8;IPTV. Некачественное изображение;1502165873;1502268847;3;0;0;0;1;3;0;0;0;30;2;0;3;7
ФЛ;МР;8678;10769;8750;6;ADSL: Проверка до рк/атш;1502168460;1502259969;4;0;0;0;1;1;0;0;0;35;1;1;3;8
Оператор;КОРП;8678;0;8675;9;Не работает выделенный канал;1502163763;1502304499;0;0;0;0;0;0;1;3;3;0;0;0;3;6
NKA;КОРП;9650;0;7470;3;SLX_Не работает канал VPN;1502161754;1502175345;0;0;0;0;0;0;0;0;0;0;0;0;3;6
NKA;КОРП;9650;0;7470;5;SLX_Не работает выделенный канал;1502168734;1502181175;0;0;0;0;0;0;1;4;4;0;0;0;3;8
ФЛ;МР;8678;9204;8750;3;Перенос/замена модели ONT;1502170953;1502172099;1;0;0;0;1;1;0;0;0;31;1;8;3;8
SME GS;КОРП;8680;9205;8750;8;Телефония. Тишина в трубке, нет зуммера;1502170960;1502276249;1;0;0;0;1;1;0;0;0;36;1;0;3;8
ФЛ;МР;8680;9205;8750;3;Телефония. Тишина в трубке, нет зуммера;1502171044;1502192878;1;0;0;0;1;1;0;0;0;41;1;0;3;8
NKA;КОРП;9650;0;7470;5;SLX_Не работает канал VPN;1502171042;1502263911;0;0;0;0;0;0;0;0;0;0;0;0;3;8
ФЛ;МР;8678;9204;8750;2;Интернет. Не открываются все страницы;1502171159;1502172074;2;0;0;0;1;1;0;0;0;0;0;0;3;8
Оператор;КОРП;8678;0;8675;2;Не работает выделенный канал;1502171157;1502174986;0;0;0;0;0;0;0;0;0;0;0;0;3;8
SME;КОРП;8680;0;7470;3;SLX_Установить переадресацию (авария);1502171196;1502173310;0;0;0;0;0;0;0;0;0;0;0;0;3;8
ФЛ;МР;8680;9205;8750;3;Телефония. Тишина в трубке, нет зуммера;1502171566;1502172428;3;0;0;0;1;1;0;0;0;28;1;0;3;8
ФЛ;МР;8678;9204;8750;3;ТВ. Не получен IP-адрес;1502171645;1502265732;1;0;0;0;1;1;0;0;0;24;1;1;3;8
ФЛ;МР;8678;9204;8750;3;Телефония. Тишина в трубке;1502171710;1502181625;1;0;0;0;1;1;0;0;0;39;1;0;3;8
ФЛ;МР;8678;9204;8750;2;ТВ. Ошибка при активации приставки;1502171833;1502175190;1;0;0;0;1;1;0;0;0;0;0;0;3;8
ФЛ;МР;8680;9205;8750;3;Телефония. Тишина в трубке, нет зуммера;1502171897;1502189603;2;0;0;0;1;2;0;0;0;21;1;0;3;8
ФЛ;МР;8680;9204;8750;3;Не работает ONT. Нет индикации питания.;1502171954;1502178006;1;0;0;0;1;1;0;0;0;41;1;0;3;8
GS-SLA1;ГОС;8678;9204;8750;4;PON. Прочее;1502171960;1502200515;5;0;0;0;2;4;0;0;0;0;0;0;3;8
ФЛ;МР;8680;9205;8750;4;Телефония. Не работает входящая связь;1502172107;1502183686;5;0;0;0;1;1;0;0;0;0;0;0;3;9
ФЛ;МР;9650;10769;8750;2;Телефония. Не работает SIP;1502172123;1502172705;1;0;0;0;1;1;0;0;0;0;0;0;3;9
ФЛ;МР;8678;9204;8750;3;Телефония. Не работает входящая связь;1502172185;1502199771;1;0;0;0;1;1;0;0;0;43;1;0;3;9
ФЛ;МР;8679;9204;8750;3;ONT не на линии. Проблема с оптическим кабелем;1502172271;1502195821;2;0;0;0;1;1;0;0;0;40;1;0;3;9
ФЛ;МР;8678;9204;8750;3;ONT не на линии. Проблема с оптическим кабелем;1502172360;1502195650;1;0;0;0;1;1;0;0;0;44;1;0;3;9
NKA;КОРП;9650;0;10768;2;Не работает канал VPN;1502172373;1502185197;0;0;0;0;0;0;0;0;0;0;0;0;3;9
NKA;КОРП;9650;0;10768;2;Не работает канал VPN;1502172362;1502185232;0;0;0;0;0;0;0;0;0;0;0;0;3;9
ФЛ;МР;8678;9204;8750;3;Телефония. Зуммер занято;1502172386;1502184424;1;0;0;0;1;1;0;0;0;26;1;0;3;9
ФЛ;МР;8678;9204;8750;3;ONT не на линии. Проблема с оптическим кабелем;1502172444;1502186775;2;0;0;0;1;1;0;0;0;22;1;0;3;9
ФЛ;МР;8678;10769;8750;5;IPTV. Не получен ip-адрес;1502172429;1502208619;1;0;0;0;1;1;0;0;0;28;1;1;3;9
ФЛ;МР;8678;9204;8750;3;Телефония. Тишина в трубке;1502172512;1502205680;1;0;0;0;1;1;0;0;0;45;1;0;3;9
ФЛ;МР;8678;9204;8750;3;Телефония. Тишина в трубке;1502172527;1502181028;1;0;0;0;1;1;0;0;0;45;1;0;3;9
Corporate;КОРП;9650;0;7470;1;Не работает канал VPN;1502172624;1502173099;0;0;0;0;0;0;0;0;0;0;0;0;3;9
SOHO_GS;КОРП;8680;9204;8750;6;Телефония. Не работает исходящая связь;1502172684;1502191312;3;0;0;0;1;1;0;0;0;28;1;0;3;9
SOHO;КОРП;8680;0;7470;7;SLX_Не работает номер;1502172710;1502188077;0;0;0;0;0;0;0;0;0;0;0;0;3;9
ФЛ;МР;8678;9204;8750;2;Интернет. Другое;1502172743;1502174231;4;0;0;0;3;3;0;0;0;0;0;0;3;9
ФЛ;МР;9650;9204;8750;4;Телефония. Прерывания связи;1502172772;1502296758;1;0;0;0;1;1;0;0;0;0;0;0;3;9
Corporate GS;КОРП;8680;9204;8750;3;Телефония. Тишина в трубке, нет зуммера;1502172799;1502182882;1;0;0;0;1;1;0;0;0;41;1;0;3;9
Оператор;КОРП;8680;0;10867;3;Не работает выделенный канал;1502172774;1502178811;0;0;0;0;0;0;0;0;0;0;0;0;3;9
ФЛ;МР;8678;9204;8750;3;Телефония. Зуммер занято;1502172829;1502262563;4;0;0;0;1;1;0;0;0;36;1;1;3;9
SOHO;КОРП;8680;0;7470;3;SLX_Установить переадресацию (авария);1502172848;1502175643;0;0;0;0;0;0;0;0;0;0;0;0;3;9
ФЛ;МР;8680;9204;8750;3;Телефония. Тишина в трубке;1502172934;1502199907;3;0;0;0;1;1;0;0;0;45;1;0;3;9
ФЛ;МР;8678;9204;8750;3;Перенос/замена модели ONT;1502173382;1502192961;1;0;0;0;1;1;0;0;0;45;1;0;3;9
ФЛ;МР;8678;9204;8750;3;Интернет. Низкая скорость по wi-fi;1502173515;1502202506;2;0;0;0;1;1;0;0;0;37;1;0;3;9
ФЛ;МР;8679;9204;8750;3;ТВ. Черный или синий экран;1502173622;1502175205;1;0;0;0;1;1;0;0;0;32;1;0;3;9
ФЛ;МР;8678;9204;8750;2;Интернет. Другое;1502173786;1502289210;1;0;0;0;1;1;0;0;0;0;0;0;3;9
ФЛ;МР;8678;9204;8750;3;ТВ. Черный или синий экран;1502173878;1502190830;6;0;0;0;1;1;0;0;0;46;1;0;3;9
ФЛ;МР;8678;9204;8750;3;Телефония. Тишина в трубке;1502173910;1502198549;6;0;0;0;1;2;0;0;0;41;1;0;3;9
ФЛ;МР;8678;9204;8750;3;Телефония. Тишина в трубке;1502173964;1502175019;3;0;0;0;1;1;0;0;0;27;1;0;3;9
ФЛ;МР;8678;9204;8750;3;Интернет. Низкая скорость по wi-fi;1502174095;1502207587;1;0;0;0;1;1;0;0;0;31;1;0;3;9
ФЛ;МР;8678;10769;8750;6;Интернет. Нет линка;1502174201;1502260988;1;0;0;0;1;1;0;0;0;43;1;1;3;9
Corporate GS;КОРП;8680;9204;8750;4;Телефония. Тишина в трубке, нет зуммера;1502174242;1502284577;4;0;0;0;1;1;0;0;0;34;1;1;3;9
ФЛ;МР;8678;9204;8750;3;ТВ. Черный или синий экран;1502174292;1502198011;4;0;0;0;1;1;0;0;0;31;1;0;3;9
ФЛ;МР;8678;9204;8750;3;ТВ. Рассыпание/замирание;1502174373;1502219190;1;0;0;0;1;1;0;0;0;46;1;0;3;9
ФЛ;МР;8678;9204;8750;3;ТВ. Черный или синий экран;1502174407;1502187748;1;0;0;0;1;1;0;0;0;22;1;0;3;9
ФЛ;МР;8680;9205;8750;3;Телефония. Тишина в трубке, нет зуммера;1502174467;1502190427;2;0;0;0;1;1;0;0;0;21;1;0;3;9
ФЛ;МР;8678;9633;8750;4;Интернет. Не работает интернет;1502174504;1502299125;1;0;0;0;1;1;0;0;0;49;1;1;3;9
ФЛ;МР;8678;9204;8750;3;Перенос/замена модели ONT;1502174579;1502199983;1;0;0;0;1;1;0;0;0;28;1;0;3;9
ФЛ;МР;8680;9205;8750;3;Телефония. Тишина в трубке, нет зуммера;1502174612;1502264860;1;0;0;0;1;1;0;0;0;25;1;1;3;9
ФЛ;МР;8678;9204;8750;3;ONT на линии. Высокое затухание;1502174645;1502206698;1;0;0;0;1;1;0;0;0;25;1;0;3;9
ФЛ;МР;8680;9205;8750;5;Телефония. Не работает входящая связь;1502174704;1502323200;1;0;0;0;1;1;2;3;3;0;0;0;3;9
ФЛ;МР;8678;9633;8750;3;Интернет. Не работает интернет;1502174760;1502214545;2;0;0;0;1;1;0;0;0;10;1;1;3;9
ФЛ;МР;8680;9204;8750;3;Телефония. Тишина в трубке;1502174833;1502185642;1;0;0;0;1;1;0;0;0;28;1;0;3;9
ФЛ;МР;8678;9204;8750;3;Не работает ONT. Нет индикации питания.;1502174851;1502190136;1;0;0;0;1;1;0;0;0;36;1;0;3;9
ФЛ;МР;8680;9205;8750;3;Телефония. Тишина в трубке, нет зуммера;1502175042;1502195870;1;0;0;0;1;1;0;0;0;36;1;0;3;9
Выделенное обслуживание (пилот);МР;8678;9204;8750;3;ТВ. Рассыпание/замирание;1502175083;1502185210;6;0;0;0;1;1;0;0;0;21;1;0;3;9
SOHO;КОРП;8678;9204;8750;4;Интернет. Не работает интернет;1502175089;1502203776;4;0;0;0;1;1;0;0;0;30;1;0;3;9
ФЛ;МР;8678;9204;8750;3;ТВ. Не получен IP-адрес;1502175091;1502186731;1;0;0;0;1;1;0;0;0;26;1;0;3;9
ФЛ;МР;8680;9205;8750;3;Телефония. Тишина в трубке, нет зуммера;1502175128;1502209403;1;0;0;0;1;1;0;0;0;45;1;0;3;9
ФЛ;МР;8680;9204;8750;3;Swap ONT Huawei;1502175136;1502268524;1;0;0;0;1;1;0;0;0;26;2;0;3;9
ФЛ;МР;8678;9204;8750;6;ONT не на линии. Проблема с оптическим кабелем;1502175167;1502300334;2;0;0;0;1;1;0;0;0;46;1;0;3;9
SOHO;КОРП;8680;9204;8750;5;Телефония. Не работает входящая связь;1502175201;1502179693;2;0;0;0;1;1;0;0;0;0;0;0;3;9
GS-SLA4;ГОС;8678;9204;8750;4;Нет связи на основном канале;1502175289;1502257673;2;0;0;1;2;2;0;0;0;0;0;0;3;9
ФЛ;МР;8679;9204;8750;3;Перенос/замена модели ONT;1502175304;1502296150;1;0;0;0;1;1;0;0;0;46;1;1;3;9
ФЛ;МР;8678;9204;8750;3;Swap ONT Huawei;1502175321;1502207814;2;0;0;0;1;1;0;0;0;37;1;0;3;9
ФЛ;МР;8678;9204;8750;3;ONT не на линии. Проблема с оптическим кабелем;1502175364;1502188579;4;0;0;1;4;4;0;0;0;29;1;0;3;9
ФЛ;МР;8680;9204;8750;3;Телефония. Тишина в трубке;1502175466;1502184314;3;0;0;0;2;2;0;0;0;42;1;0;3;9
ФЛ;МР;8678;10769;8750;5;IPTV. Не получен ip-адрес;1502175525;1502195391;1;0;0;0;1;1;0;0;0;24;1;0;3;9
NKA;КОРП;9650;0;7470;12;SLX_Не работает канал VPN;1502175582;1502193434;0;0;0;0;0;0;0;0;0;0;0;0;3;9
ФЛ;МР;8680;9204;8750;3;Телефония. Тишина в трубке;1502175634;1502207128;1;0;0;0;1;1;0;0;0;45;2;0;3;10
ФЛ;МР;8679;9204;8750;3;Не работает ONT. Нет индикации питания.;1502175652;1502284238;2;0;0;0;1;1;0;0;0;41;1;1;3;10
ФЛ;МР;8680;9205;8750;3;Телефония. Тишина в трубке, нет зуммера;1502175798;1502192431;1;0;0;0;1;1;0;0;0;31;1;0;3;10
Corporate;КОРП;8680;9205;8750;5;Телефония. Тишина в трубке, нет зуммера;1502175815;1502203852;3;0;0;1;3;3;0;0;0;0;0;0;3;10
ФЛ;МР;8678;9204;8750;3;Интернет. Не открываются все страницы;1502175841;1502266847;2;0;0;0;2;2;0;0;0;43;1;1;3;10
SOHO;КОРП;9650;9203;8750;2;Интернет. Нет пинга, линк есть;1502175905;1502179405;0;0;0;0;0;0;0;0;0;0;0;0;3;10
SOHO;КОРП;9650;9203;8750;8;Интернет. Нет линка;1502175889;1502277764;0;0;0;0;0;0;0;0;0;0;0;0;3;10
SOHO;КОРП;8678;9204;8750;3;Интернет. Не работает интернет;1502175954;1502177348;4;0;0;0;1;1;0;0;0;36;1;1;3;10
ФЛ;МР;8678;9204;8750;3;ONT не на линии. Проблема с оптическим кабелем;1502175958;1502192667;1;0;0;0;1;1;0;0;0;45;1;0;3;10
SOHO;КОРП;8678;9204;8750;2;Интернет. Не работает интернет;1502175935;1502186184;6;0;0;0;1;1;0;0;0;0;0;0;3;10
Corporate;КОРП;9650;0;7470;4;SLX_Не работает INTERNET;1502175936;1502188809;0;0;0;0;0;0;0;0;0;0;0;0;3;10
ФЛ;МР;8680;9204;8750;3;Не работает ONT. Нет индикации питания.;1502176057;1502262499;2;0;0;0;1;1;0;0;0;15;1;1;3;10
ФЛ;МР;8680;9204;8750;3;Телефония. Тишина в трубке;1502176089;1502215155;1;0;0;0;1;1;0;0;0;30;1;0;3;10
ФЛ;МР;8678;9204;8750;3;Телефония. Тишина в трубке;1502176151;1502214385;1;0;0;0;1;1;0;0;0;36;1;0;3;10
ФЛ;МР;8678;9204;8750;3;ТВ. Другое;1502176152;1502262756;2;0;0;0;1;1;0;0;0;31;1;1;3;10
ФЛ;МР;8678;9204;8750;2;Интернет. Низкая скорость по проводу;1502176164;1502176929;1;0;0;0;1;1;0;0;0;0;0;0;3;10
SOHO_GS;КОРП;8680;9204;8750;8;Телефония. Тишина в трубке, нет зуммера;1502176158;1502198012;6;0;0;0;1;1;0;0;0;30;1;0;3;10
NKA;КОРП;9650;0;10768;2;Не работает канал VPN;1502176261;1502179157;0;0;0;0;0;0;0;0;0;0;0;0;3;10
ФЛ;МР;8678;9204;8750;3;ТВ. Черный или синий экран;1502176244;1502191827;1;0;0;0;1;1;0;0;0;40;1;0;3;10
ФЛ;МР;8680;9205;8750;3;Телефония. Зуммер занято;1502176225;1502263515;1;0;0;0;1;1;0;0;0;30;1;1;3;10
ФЛ;МР;8678;9204;8750;3;Интернет. Другое;1502176306;1502203119;1;0;0;0;1;1;0;0;0;41;1;0;3;10
ФЛ;МР;8678;10769;8750;5;Интернет. Неустойчивая связь, плохие параметры;1502176273;1502267158;2;0;0;0;2;2;0;0;0;35;1;1;3;10
ФЛ;МР;8680;9204;8750;3;Телефония. Зуммер занято;1502176387;1502178431;1;0;0;0;1;1;0;0;0;41;1;0;3;10
ФЛ;МР;8678;9204;8750;2;Интернет. Не открываются все страницы;1502176384;1502177819;4;0;0;0;1;1;0;0;0;0;0;0;3;10
ФЛ;МР;8678;9204;8750;3;Не работает ONT. Нет индикации питания.;1502176405;1502211840;1;0;0;0;1;1;0;0;0;29;1;0;3;10
ФЛ;МР;8679;9204;8750;3;ONT не на линии. Проблема с оптическим кабелем;1502176402;1502207286;1;0;0;0;1;1;0;0;0;27;1;0;3;10
ФЛ;МР;8679;9204;8750;3;ТВ. Другое;1502176488;1502195597;2;0;0;0;1;1;0;0;0;40;1;0;3;10
ФЛ;МР;8680;9204;8750;3;ONT на линии. Высокое затухание;1502176516;1502262137;1;0;0;0;1;1;0;0;0;40;1;1;3;10
SOHO;КОРП;8678;9204;8750;3;Телефония. Тишина в трубке, нет зуммера;1502176529;1502305551;3;0;0;0;1;1;0;0;0;34;1;1;3;10
ФЛ;МР;8680;9205;8750;3;Телефония. Посторонние шумы, эхо, треск, искажение голоса;1502176545;1502188057;1;0;0;0;1;1;0;0;0;29;1;0;3;10
ФЛ;МР;8678;9204;8750;3;Телефония. Тишина в трубке;1502176616;1502187079;1;0;0;0;1;1;0;0;0;34;1;0;3;10
SOHO;КОРП;9650;9204;8750;2;Интернет. Не работает интернет;1502176617;1502262945;7;0;0;0;1;1;0;0;0;0;0;0;3;10
ФЛ;МР;8680;9633;8750;3;Телефония. Зуммер занято;1502176650;1502261981;3;0;0;0;1;1;0;0;0;58;1;1;3;10
Оператор;КОРП;8678;0;8675;1;Не работает INTERNET;1502176666;1502177207;0;0;0;0;0;0;0;0;0;0;0;0;3;10
ФЛ;МР;8678;9204;8750;3;Swap ONT Huawei;1502176717;1502188045;1;0;0;0;1;1;0;0;0;45;1;0;3;10
ФЛ;МР;8678;9205;8750;3;Интернет. Не работает интернет;1502176738;1502176803;3;0;0;1;3;3;0;0;0;0;0;0;3;10
ФЛ;МР;8680;9205;8750;3;Телефония. Тишина в трубке, нет зуммера;1502176745;1502204434;1;0;0;0;1;1;0;0;0;39;1;0;3;10
Оператор;Оператор;9650;9203;8750;13;Интернет. Нет линка;1502176890;1502266971;4;0;0;0;1;2;0;0;0;46;1;0;3;10
SME GS;КОРП;8680;9204;8750;2;Телефония. Тишина в трубке, нет зуммера;1502176920;1502180983;3;0;0;0;1;1;0;0;0;0;0;0;3;10
ФЛ;МР;8678;9204;8750;4;Swap ONT Huawei;1502176982;1502262734;1;0;0;0;1;1;0;0;0;21;1;1;3;10
SME GS;КОРП;8678;9204;8750;5;Телефония. Не работает исходящая связь;1502177014;1502186583;9;0;0;0;1;4;0;0;0;0;0;0;3;10
Corporate GS;КОРП;8680;9204;8750;2;Телефония. Не работает исходящая связь;1502177065;1502177401;1;0;0;0;1;1;0;0;0;0;0;0;3;10
Выделенное обслуживание (пилот);МР;8678;9204;8750;5;Интернет. Не открывается один или несколько сайтов;1502177047;1502193066;4;0;0;0;2;3;0;0;0;0;0;0;3;10
SME;КОРП;9650;0;7470;4;SLX_Не работает канал VPN;1502177053;1502179097;0;0;0;0;0;0;0;0;0;0;0;0;3;10
ФЛ;МР;8679;9204;8750;3;ONT не на линии. Проблема с оптическим кабелем;1502177126;1502276813;2;0;0;0;2;2;0;0;0;46;1;1;3;10
ФЛ;МР;8678;10769;8750;6;Интернет. Нет линка;1502177127;1502277770;1;0;0;0;1;1;0;0;0;45;1;0;3;10
ФЛ;МР;8680;9205;8750;3;Телефония. Тишина в трубке, нет зуммера;1502177121;1502190816;2;0;0;0;2;2;0;0;0;41;1;0;3;10
ФЛ;МР;8678;9204;8750;3;Телефония. Тишина в трубке;1502177185;1502194817;1;0;0;0;1;1;0;0;0;40;1;0;3;10
SOHO;КОРП;8680;9205;8750;9;Телефония. Тишина в трубке, нет зуммера;1502177336;1502274096;3;0;0;0;1;1;0;0;0;37;1;0;3;10
ФЛ;МР;8680;9205;8750;4;Телефония. Посторонние шумы, эхо, треск, искажение голоса;1502177341;1502290854;3;0;0;1;2;3;0;0;0;0;0;0;3;10
;КОРП;8680;0;7470;4;SLX_Не работает номер;1502177343;1502265645;0;0;0;0;0;0;0;0;0;0;0;0;3;10
SOHO;КОРП;8678;9204;8750;2;Интернет. Не работает интернет;1502177395;1502274323;2;0;0;0;1;1;0;0;0;0;0;0;3;10
ФЛ;МР;8678;9204;8750;3;Интернет. Другое;1502177410;1502204267;7;0;0;0;2;2;0;0;0;39;1;0;3;10
ФЛ;МР;8678;9204;8750;3;Телефония. Тишина в трубке;1502177459;1502187727;1;0;0;0;1;1;0;0;0;36;1;0;3;10
ФЛ;МР;8680;9205;8750;3;Доп. услуга. Домофон;1502177655;1502205397;1;0;0;0;1;1;0;0;0;30;1;0;3;10
KA;КОРП;8680;9205;8750;4;Телефония. Тишина в трубке, нет зуммера;1502177647;1502199356;1;0;0;0;1;1;0;0;0;0;0;0;3;10
SOHO;КОРП;8680;9205;8750;9;Телефония. Посторонние шумы, эхо, треск, искажение голоса;1502177674;1502265232;3;0;0;0;2;2;0;0;0;37;1;0;3;10
SOHO;КОРП;9650;9203;8750;4;Интернет. Неустойчивая связь, плохие параметры;1502177752;1502273826;0;0;0;0;0;0;0;0;0;45;1;1;3;10
ФЛ;МР;8678;9204;8750;3;ONT на линии. Высокое затухание;1502177811;1502200859;1;0;0;0;1;1;0;0;0;36;1;0;3;10
ФЛ;МР;8678;9204;8750;4;ТВ. Не получен IP-адрес;1502177834;1502187893;1;0;0;0;1;1;0;0;0;32;1;0;3;10
ФЛ;МР;8678;9204;8750;3;Интернет. Не работает интернет;1502177936;1502266079;1;0;0;0;1;1;0;0;0;15;1;1;3;10
SOHO;КОРП;8678;9204;8750;2;Интернет. Не работает интернет;1502177946;1502180206;11;0;0;0;4;5;0;0;0;0;0;0;3;10
ФЛ;МР;9650;9204;8750;3;Swap ONT Huawei;1502177988;1502278816;2;0;0;0;2;2;0;0;0;25;1;1;3;10
ФЛ;МР;8680;9205;8750;3;Телефония. Тишина в трубке, нет зуммера;1502177993;1502192299;1;0;0;0;1;1;0;0;0;43;1;0;3;10
ФЛ;МР;8678;9204;8750;3;ТВ. Черный или синий экран;1502178000;1502204335;1;0;0;0;1;1;0;0;0;26;1;0;3;10
ФЛ;МР;8680;9204;8750;4;Телефония. Тишина в трубке;1502178016;1502277862;1;0;0;0;1;1;0;0;0;40;1;1;3;10
ФЛ;МР;8678;9204;8750;3;Телефония. Тишина в трубке;1502178019;1502187749;3;0;0;0;1;2;0;0;0;32;1;0;3;10
SOHO;КОРП;8680;9205;8750;7;Телефония. Посторонние шумы, эхо, треск, искажение голоса;1502178098;1502266203;2;0;0;0;1;1;0;0;0;21;1;0;3;10
ФЛ;МР;8679;9204;8750;3;Swap ONT Huawei;1502178127;1502189190;1;0;0;0;1;1;0;0;0;30;1;0;3;10
SOHO;КОРП;8680;9205;8750;7;Телефония. Посторонние шумы, эхо, треск, искажение голоса;1502178137;1502265521;1;0;0;0;1;1;0;0;0;21;1;0;3;10
SOHO;КОРП;8680;9205;8750;8;Телефония. Посторонние шумы, эхо, треск, искажение голоса;1502178169;1502266087;1;0;0;0;1;1;0;0;0;21;1;0;3;10
SOHO;КОРП;8680;9205;8750;4;Телефония. Тишина в трубке, нет зуммера;1502178320;1502212478;1;0;0;0;1;1;0;0;0;0;0;0;3;10
SOHO_GS;КОРП;8680;9204;8750;4;Телефония. Тишина в трубке, нет зуммера;1502178357;1502199881;5;0;0;0;1;1;0;0;0;29;1;0;3;10
ФЛ;МР;8678;9204;8750;3;ТВ. Черный или синий экран;1502178414;1502211206;4;0;1;1;3;4;0;0;0;21;1;0;3;10
ФЛ;МР;8678;9204;8750;3;Не работает ONT. Нет индикации питания.;1502178457;1502193741;1;0;0;0;1;1;0;0;0;30;1;0;3;10
ФЛ;МР;8678;9204;8750;3;ONT не на линии. Проблема с оптическим кабелем;1502178501;1502184609;2;0;0;0;2;2;0;0;0;46;1;0;3;10
ФЛ;МР;8678;9204;8750;3;ТВ. Надпись на экране: сервер не найден;1502178566;1502184728;1;0;0;0;1;1;0;0;0;39;1;0;3;10
ФЛ;МР;8679;9633;8750;3;Интернет. Не работает интернет;1502178637;1502209860;2;0;0;0;2;2;0;0;0;16;1;0;3;10
ФЛ;МР;8679;9633;8750;4;Интернет. Не работает интернет;1502178639;1502260555;1;0;0;0;1;1;0;0;0;59;1;1;3;10
ФЛ;МР;8680;9205;8750;5;Доп. услуга. IP ОПС. Другое.;1502178624;1502189425;1;0;0;0;1;1;0;0;0;56;1;2;3;10
SME;КОРП;9650;0;7470;11;SLX_Не работает номер;1502178609;1502278353;0;0;0;0;0;0;0;0;0;0;0;0;3;10
NKA;КОРП;9650;0;7470;6;SLX_Не работает INTERNET;1502178714;1502195805;0;0;0;0;0;0;0;0;0;0;0;0;3;10
SOHO;КОРП;8678;9204;8750;2;Интернет. Не работает интернет;1502178746;1502179721;2;0;0;0;1;1;0;0;0;0;0;0;3;10
ФЛ;МР;8678;0;8675;1;Не работает INTERNET;1502178757;1502179032;0;0;0;0;0;0;0;0;0;0;0;0;3;10
ФЛ;МР;8680;9204;8750;3;ONT не на линии. Проблема с оптическим кабелем;1502178824;1502290121;1;0;0;0;1;1;0;0;0;38;1;1;3;10
ФЛ;МР;8678;9204;8750;3;Телефония. Зуммер занято;1502178829;1502208357;2;0;0;0;1;2;0;0;0;41;1;1;3;10
ФЛ;МР;8678;9204;8750;2;ТВ. Ошибка при активации приставки;1502178798;1502179392;4;0;0;0;1;1;0;0;0;0;0;0;3;10
SME GS;КОРП;9650;0;7470;6;SLX_Не работает выделенный канал;1502178799;1502267213;0;0;0;0;0;0;0;0;0;0;0;0;3;10
SOHO;КОРП;8678;9204;8750;4;Интернет. Не работает интернет;1502178845;1502190037;1;0;0;0;1;1;0;0;0;43;1;0;3;10
KA;КОРП;8680;9205;8750;4;Телефония. Тишина в трубке, нет зуммера;1502178842;1502190879;1;0;0;0;1;1;0;0;0;0;0;0;3;10
KA;КОРП;8680;9205;8750;4;Телефония. Тишина в трубке, нет зуммера;1502178900;1502193764;1;0;0;0;1;1;0;0;0;0;0;0;3;10
ФЛ;МР;8680;9205;8750;3;Интернет. Не работает интернет;1502178901;1502198518;1;0;0;0;1;1;0;0;0;37;1;0;3;10
Оператор;Оператор;8678;9204;8750;4;Интернет. Не работает интернет;1502179023;1502180550;1;0;0;0;1;1;0;0;0;0;0;0;3;10
ФЛ;МР;8678;9204;8750;3;Интернет. Не открываются все страницы;1502179032;1502208025;2;0;0;0;1;1;0;0;0;45;1;0;3;10
ФЛ;МР;8678;9204;8750;2;ONT не на линии. Нет работающих соседей;1502179041;1502180619;5;0;0;0;3;3;0;0;0;0;0;0;3;10
